Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,AB,H,2B,3B,BB,SO,OPS,NameASCII,PlayerId,MLBAMID
"Isaac Paredes","HOU",30,126,3,15,15,0,0.095238095,0.158730158,0.136363637,0.298850574,0.263636363,0.357142857,0.4,0.3445617509266687,0.3142584846133277,116.25262748431517,-0.42807540856301785,2.003257372983439,-1.2599973231554031,0.5260568581761524,110,29,6,0,12,20,0.757142857,"Isaac Paredes",20036,670623
"Adam Frazier","LAA",26,64,1,13,5,0,0.09375,0.28125,0.163636364,0.361111111,0.254545454,0.338709677,0.418181818,0.3390512091498221,0.24526619142101658,110.81470904448365,0.10900827636942267,0.9307684568066691,-0.3713955581188202,0.28568737510634207,55,14,4,1,6,18,0.756891495,"Adam Frazier",15223,624428
"Dansby Swanson","CHC",33,133,6,24,24,2,0.157894736,0.218045112,0.203703704,0.22368421,0.212962962,0.338345864,0.416666666,0.33750234958820774,0.35259436105043834,114.27526039774509,1.2021406088024378,3.433760182674657,0.3961418867111206,0.8245125349825092,108,23,2,1,21,29,0.75501253,"Dansby Swanson",18314,621020
"Jac Caglianone","KCR",30,110,3,13,7,0,0.09090909,0.309090909,0.163265306,0.360655737,0.25510204,0.336363636,0.418367346,0.33862112435427577,0.3308827140114524,108.70126659732115,0.14282416366040707,1.279209025240997,-0.3041325807571411,0.49241309174806225,98,25,5,1,10,34,0.754730982,"Jac Caglianone",35041,695506
"Geraldo Perdomo","ARI",30,124,2,12,9,6,0.14516129,0.120967741,0.156862745,0.264367816,0.245098039,0.352459016,0.401960784,0.3386320970097526,0.3226790940466006,112.24175441334677,-0.4749938128516078,1.3092320482477917,1.2505049258470535,0.6659534813767687,102,25,4,3,18,15,0.7544198,"Geraldo Perdomo",22799,672695
"TJ Rumfield","COL",35,140,4,12,19,0,0.078571428,0.164285714,0.157480315,0.297029702,0.267716535,0.328571428,0.42519685,0.33494385864053455,0.3395307527171622,96.96967802398822,-1.0686959368176758,-1.5673522170485257,-0.8812332153320312,0.20922928020693388,127,34,6,1,11,23,0.753768278,"TJ Rumfield",29805,681198
"Jake McCarthy","COL",26,73,0,6,7,6,0.09589041,0.164383561,0.147540984,0.32,0.262295081,0.342857142,0.409836065,0.335019839661462,0.31266604990198993,97.02117543905807,-0.044035771396011114,-0.2996307209822452,-0.7948411703109741,0.12762740451449056,61,16,5,2,7,12,0.752693207,"Jake McCarthy",21622,664983
"Freddie Freeman","LAD",32,141,3,12,16,0,0.078014184,0.120567375,0.147286822,0.293577981,0.271317829,0.333333333,0.418604651,0.33331953627722605,0.3824594225202288,110.14668923859874,-0.14831931795924902,1.5333010315160502,-0.5980510711669922,0.5564582136773502,129,35,8,1,11,17,0.751937984,"Freddie Freeman",5361,518692
"Carter Jensen","KCR",32,115,6,13,17,0,0.113043478,0.295652173,0.2,0.278688524,0.23,0.32173913,0.43,0.3348518335300943,0.32016246629797895,106.17211911388478,-0.0416543367318809,0.8010639506690214,-0.7511317133903503,0.4162522291630922,100,23,2,0,13,34,0.75173913,"Carter Jensen",29478,695600
"Nick Gonzales","PIT",32,126,0,15,17,2,0.063492063,0.182539682,0.043103449,0.40860215,0.327586206,0.38095238,0.370689655,0.3438513832432883,0.34447769891648067,114.87257784411031,0.3234568382613361,2.526085457763213,2.2231464982032776,0.8950536106764686,116,38,5,0,8,23,0.751642035,"Nick Gonzales",27490,693304
"Nolan Arenado","ARI",31,116,5,16,17,0,0.051724137,0.206896551,0.165137615,0.308641975,0.275229357,0.310344827,0.440366972,0.3304478186985542,0.30392002237254173,106.69472211377334,-0.09882347099483013,0.8139752568814664,-0.32319122552871704,0.42947234652276833,109,30,3,0,6,24,0.750711799,"Nolan Arenado",9777,571448
"Masataka Yoshida","BOS",20,61,0,5,5,1,0.163934426,0.114754098,0.06,0.325581395,0.28,0.409836065,0.34,0.3538711579119573,0.3006281930892194,117.76326656863347,0.0029297536239027977,1.289409482750451,-2.11003714799881,0.13468813693180995,50,14,3,0,10,7,0.749836065,"Masataka Yoshida",31837,807799
"Ezequiel Duran","TEX",26,77,1,10,8,3,0.09090909,0.181818181,0.130434783,0.333333333,0.275362318,0.342105263,0.405797101,0.3360592213116194,0.3021490478515625,111.37142336597508,1.1418937179259956,2.181468733382639,-0.7601978778839111,0.41977755026995106,69,19,6,0,7,14,0.747902364,"Ezequiel Duran",23733,677649
"Mauricio Dubón","ATL",33,131,2,17,18,0,0.06870229,0.160305343,0.15,0.30927835,0.266666666,0.328244274,0.416666666,0.33227983094353714,0.31134082706829974,108.45390985495216,-0.5500230775214732,0.7516843719351618,3.902936637401581,0.901798143497113,120,32,8,2,9,21,0.74491094,"Mauricio Dubon",16530,643289
"Jung Hoo Lee","SFG",34,133,2,14,11,0,0.075187969,0.135338345,0.132231405,0.310679611,0.280991735,0.330827067,0.41322314,0.3296809765629302,0.3256130935554218,109.58020592225732,-0.9776610150001943,0.5199911792261909,-2.285650610923767,0.25574061518522817,121,34,8,1,10,18,0.744050207,"Jung Hoo Lee",33824,808982
"Pete Alonso","BAL",34,146,6,21,15,1,0.130136986,0.246575342,0.206349206,0.25,0.214285714,0.321917808,0.42063492,0.33305575137269006,0.35567177081930224,109.39480736642888,-0.34004001459106803,1.2884721789477396,-0.506864070892334,0.6014638255776292,126,27,8,0,19,36,0.742552728,"Pete Alonso",19251,624413
"Manny Machado","SDP",31,130,5,19,18,1,0.146153846,0.207692307,0.174311926,0.253164556,0.229357798,0.338461538,0.403669724,0.33094576255295627,0.3279083015382752,111.79373818362114,-0.4927945239469409,1.3093072604698153,1.5360077321529388,0.7146153637148004,109,25,4,0,19,27,0.742131262,"Manny Machado",11493,592518
"Julio Rodríguez","SEA",35,152,4,17,16,3,0.078947368,0.22368421,0.137681159,0.33,0.268115942,0.335526315,0.405797101,0.3311289671241053,0.3316195658500621,113.15112123360711,-0.5157978483475745,1.8575240615987347,-2.3202391266822815,0.49643483565075575,138,37,7,0,12,34,0.741323416,"Julio Rodriguez",23697,677594
"Tyler Freeman","COL",19,69,1,5,10,2,0.04347826,0.101449275,0.068965517,0.32,0.293103448,0.378787878,0.362068965,0.34420206420349353,0.35045019296499397,103.24458258381419,-1.320395486894995,-1.057252133171619,-0.6173582673072815,0.05556891817781966,58,17,1,0,3,7,0.740856843,"Tyler Freeman",22532,671289
"Jake Bauers","MIL",31,123,5,20,19,3,0.097560975,0.211382113,0.18018018,0.275,0.243243243,0.31707317,0.423423423,0.32084506352742515,0.3277507146199544,101.93936509693636,0.16566908452659845,0.446050464381612,-5.245053768157959,-0.08531252363612862,111,27,5,0,12,26,0.740496593,"Jake Bauers",15194,641343
"Ronald Acuña Jr.","ATL",34,152,2,17,9,7,0.131578947,0.203947368,0.125984252,0.3125,0.251968503,0.361842105,0.377952755,0.3353180226111254,0.38085406979188224,110.51309536546286,-0.043980896938592196,1.834291922779894,-1.3166983127593994,0.549999896900462,127,32,8,1,20,31,0.73979486,"Ronald Acuna Jr.",18401,660670
"Mark Vientos","NYM",26,91,4,10,12,0,0.065934065,0.241758241,0.19047619,0.288135593,0.25,0.296703296,0.44047619,0.3231857969210698,0.3166673052441943,106.09311189676059,-0.8482413408346474,-0.19651536934099867,-2.8675191402435303,-0.01367146581705389,84,21,4,0,6,22,0.737179486,"Mark Vientos",22184,668901
"Rhys Hoskins","CLE",26,94,2,14,10,0,0.180851063,0.29787234,0.16,0.304347826,0.213333333,0.361702127,0.373333333,0.33859218308266176,0.311781903530689,112.85179788160666,-2.074639624916017,-0.6403329493199985,-4.087717771530151,-0.144499755334466,75,16,6,0,17,28,0.73503546,"Rhys Hoskins",16472,656555
"Connor Norby","MIA",31,118,3,7,11,2,0.101694915,0.305084745,0.158415841,0.333333333,0.237623762,0.33898305,0.396039603,0.33286703845201915,0.3026149879067631,107.97467594621044,0.010413425974547863,1.1164755833337465,-0.8051706552505493,0.41777341783786853,101,24,7,0,12,36,0.735022653,"Connor Norby",29592,681393
"Gunnar Henderson","BAL",33,153,9,23,19,5,0.078431372,0.31372549,0.251798561,0.240963855,0.208633093,0.274509803,0.460431654,0.3200181948593239,0.304210637909135,100.64676833627522,1.667241015471518,1.7847281901834482,1.4153760373592377,0.872324799826943,139,29,6,1,12,48,0.734941457,"Gunnar Henderson",26289,683002
"Garrett Mitchell","MIL",31,114,1,15,21,5,0.184210526,0.359649122,0.120879121,0.408163265,0.23076923,0.380530973,0.351648351,0.33933229531560627,0.33896303176879883,114.46939742958861,0.4627529652789235,2.4015831788083486,0.1166517622768879,0.629012025754271,91,21,6,1,21,41,0.732179324,"Garrett Mitchell",27555,669003
"Daulton Varsho","TOR",32,123,4,14,9,2,0.081300813,0.162601626,0.171171171,0.264367816,0.243243243,0.31707317,0.414414414,0.32424825771910243,0.31069383464875766,102.650651241042,0.7743830750696361,1.1614695348135393,1.4051515460014343,0.7006696472837017,111,27,7,0,10,20,0.731487584,"Daulton Varsho",19918,662139
"Javier Sanoja","MIA",26,76,0,2,10,2,0.092105263,0.131578947,0.057971014,0.355932203,0.304347826,0.368421052,0.36231884,0.3344398956549795,0.2602523502550627,109.04070637378031,-0.3151833899319172,0.4924242870949713,0.10889314860105515,0.30981613564567295,69,21,4,0,7,10,0.730739892,"Javier Sanoja",28253,691594
"Tyler Soderstrom","ATH",32,138,4,17,19,1,0.108695652,0.20289855,0.204918033,0.252747252,0.221311475,0.304347826,0.426229508,0.32001075822941577,0.33631646372105956,96.40975189879391,1.0089569934643805,0.42071797693864277,-2.4893085956573486,0.28314613551401446,122,27,11,1,15,28,0.730577334,"Tyler Soderstrom",27467,691016
"Spencer Horwitz","PIT",32,116,3,11,13,0,0.155172413,0.129310344,0.126315789,0.253164556,0.242105263,0.362068965,0.368421052,0.33533939719200134,0.2983013021534887,109.10343611106319,-1.2813429739326239,-0.040125674653554766,-0.4031050205230713,0.3345325716629636,95,23,3,0,18,15,0.730490017,"Spencer Horwitz",26477,687462
"Jeremiah Jackson","BAL",32,112,6,10,24,1,0.017857142,0.223214285,0.194444444,0.282051282,0.259259259,0.276785714,0.453703703,0.31793845551354544,0.30026746870161175,99.25128898009645,-0.40988773945719004,-0.5094471982915432,-0.7805760502815247,0.269323452181083,108,28,3,0,2,25,0.730489417,"Jeremiah Jackson",22239,669236
"Drew Gilbert","SFG",17,52,2,5,5,0,0.057692307,0.192307692,0.145833333,0.305555555,0.270833333,0.31372549,0.416666666,0.3251941005388896,0.2683272361755371,106.53915021970623,-0.12292955769225955,0.2767474266880613,-1.2247862368822098,0.07379379610158393,48,13,1,0,3,10,0.730392156,"Drew Gilbert",31545,687551
"Jose Altuve","HOU",32,143,3,22,8,1,0.118881118,0.174825174,0.144,0.288659793,0.248,0.338028169,0.392,0.3278312907151297,0.3205375943865095,105.02669578669,-0.6234699678607285,0.2299620252218988,-2.184435725212097,0.3126230262900872,125,31,9,0,17,25,0.730028169,"Jose Altuve",5417,514888
"Colt Keith","DET",31,104,0,15,6,1,0.048076923,0.201923076,0.07070707,0.397435897,0.313131313,0.346153846,0.383838383,0.3284344346477435,0.34124533644000304,104.61145083454615,0.7036018562503159,1.273006757779914,-0.39020979404449463,0.46158046040413314,99,31,7,0,5,21,0.729992229,"Colt Keith",27899,690993
"Jake Fraley","TBR",24,74,2,4,5,2,0.094594594,0.256756756,0.179104477,0.304347826,0.23880597,0.31081081,0.417910447,0.3244297431932913,0.2914681891872458,101.29759914101577,0.1554346769116819,0.2694393223880473,-1.6733211874961853,0.12188296184511581,67,16,6,0,7,19,0.728721257,"Jake Fraley",19260,641584
"Brayan Rocchio","CLE",34,127,3,14,19,3,0.086614173,0.086614173,0.116071429,0.275510204,0.267857142,0.344,0.383928571,0.33101869583129884,0.3078652053582864,107.77008168721306,0.08775913156569004,1.2593597299456756,2.6717814207077026,0.8536707901644457,112,30,4,0,11,11,0.727928571,"Brayan Rocchio",23690,677587
"Ernie Clement","TOR",33,139,1,11,9,1,0.035971223,0.071942446,0.119402985,0.308943089,0.291044776,0.316546762,0.410447761,0.32239328185431393,0.27961064767146454,101.40598539828791,-1.0745748849585652,-0.8425439500425761,-0.26032817363739014,0.38488395280849697,134,39,13,0,5,10,0.726994523,"Ernie Clement",20352,676391
"Gavin Sheets","SDP",30,96,4,11,12,1,0.052083333,0.21875,0.233333333,0.246153846,0.222222222,0.270833333,0.455555555,0.31689141628642875,0.3149380286534627,102.26816858231058,0.3643977609463036,0.6203335649535153,-4.8460365533828735,-0.11539010707011366,90,20,9,0,5,21,0.726388888,"Gavin Sheets",19901,657757
"Teoscar Hernández","LAD",30,122,4,17,17,1,0.106557377,0.270491803,0.148148148,0.319444444,0.25,0.327868852,0.398148148,0.32292421543893735,0.3247870763142904,103.10108567261098,0.3485404415987432,0.7932311725497183,-1.243776522576809,0.35342279871676296,108,27,4,0,13,33,0.726017,"Teoscar Hernandez",13066,606192
"Masyn Winn","STL",29,125,1,14,13,4,0.088,0.2,0.1,0.34117647,0.272727272,0.352,0.372727272,0.3298812971115112,0.3138346862792969,109.46859934054238,1.0853941533714533,2.4765642535431054,2.8773568868637085,0.9532461492918061,110,30,6,1,11,25,0.724727272,"Masyn Winn",27479,691026
"Corey Seager","TEX",33,143,6,19,17,1,0.125874125,0.258741258,0.196721311,0.24691358,0.213114754,0.314685314,0.409836065,0.3180584362212648,0.35086554669319314,99.2931193998607,-0.6402318016625941,-0.7602459312317087,1.252787783741951,0.5613547636322673,122,26,6,0,18,37,0.724521379,"Corey Seager",13624,608369
"Giancarlo Stanton","NYY",24,96,3,8,14,1,0.0625,0.302083333,0.166666667,0.344827586,0.255555555,0.302083333,0.422222222,0.3207620431979497,0.32618463039398193,100.83209367568793,-0.41104288212955,-0.3162024042773809,-2.484567880630493,0.05855337808553446,90,23,6,0,6,29,0.724305555,"Giancarlo Stanton",4949,519317
"Konnor Griffin","PIT",29,114,2,13,16,7,0.070175438,0.271929824,0.13592233,0.352112676,0.262135922,0.324561403,0.398058252,0.3228179577149843,0.31232623050087377,100.61681987256964,1.7285635364241898,1.8112144561368417,-1.5378082990646362,0.40083196252878645,103,27,4,2,8,31,0.722619655,"Konnor Griffin",35376,804606
"Cole Young","SEA",35,138,3,20,19,2,0.079710144,0.224637681,0.120967742,0.329670329,0.266129032,0.333333333,0.387096774,0.32464251656463183,0.3413300997969033,108.79879320317731,-0.5287454212084413,0.9128801474289037,0.4040674567222595,0.6272758665867506,124,33,4,1,11,31,0.720430107,"Cole Young",31680,702284
"Miguel Amaya","CHC",20,62,2,10,6,0,0.129032258,0.225806451,0.134615385,0.277777777,0.23076923,0.354838709,0.365384615,0.33389289629074836,0.3041643942556074,111.82889270794973,-0.04548922600224614,0.8165365737754193,0.31288716197013855,0.31768448628195534,52,12,1,0,8,14,0.720223324,"Miguel Amaya",21693,665804
"Brooks Lee","MIN",32,119,5,14,18,2,0.06722689,0.201680672,0.154545455,0.283950617,0.254545454,0.310924369,0.409090909,0.3218963116156955,0.26053287602272357,99.72105927914075,0.03654839377850294,-0.002861853476022358,-1.1034023761749268,0.3130301523357294,110,28,2,0,8,24,0.720015278,"Brooks Lee",31595,686797
"Heliot Ramos","SFG",33,130,3,12,15,0,0.053846153,0.292307692,0.139344262,0.365853658,0.270491803,0.307692307,0.409836065,0.3145148347514544,0.3372279575892857,99.30109818797396,0.13729732297360897,0.030504024447332245,-1.2011372447013855,0.3064063619189722,122,33,8,0,7,38,0.717528372,"Heliot Ramos",22515,671218
"Gleyber Torres","DET",32,144,2,18,11,0,0.173611111,0.152777777,0.068965517,0.29787234,0.258620689,0.388888888,0.327586206,0.33765442503823173,0.3474245071411133,110.79795025343213,-2.218582523986697,-0.37248732140124297,0.18836450576782227,0.496149294790921,116,30,2,0,25,22,0.716475094,"Gleyber Torres",16997,650402
"Zach Neto","LAA",35,163,5,23,15,7,0.134969325,0.319018404,0.165467626,0.304878048,0.215827338,0.331288343,0.381294964,0.32292810339986544,0.31180923367724006,99.99630467221375,-0.9602869562804699,-0.9610020959200843,1.487919233739376,0.6363579106701873,139,30,8,0,22,52,0.712583307,"Zach Neto",31347,687263
"Nathan Church","STL",31,104,5,13,16,3,0.038461538,0.23076923,0.18556701,0.271428571,0.24742268,0.278846153,0.43298969,0.30999639802254164,0.3108711242675781,95.99127448352384,0.3455994133837521,-0.14443224877482264,0.33506762981414795,0.3596956638699964,97,24,3,0,4,24,0.711835843,"Nathan Church",31357,701675
"José Caballero","NYY",33,124,4,15,12,13,0.04032258,0.217741935,0.146551724,0.305882352,0.258620689,0.306451612,0.405172413,0.3179049064074793,0.2652244567871094,98.91499025742864,1.236545552033931,1.0768085231464148,3.1312884092330933,0.8710961580924809,116,30,5,0,5,27,0.711624025,"Jose Caballero",23401,676609
"Joey Loperfido","HOU",20,66,0,7,7,1,0.09090909,0.287878787,0.086206897,0.4,0.275862068,0.348484848,0.362068965,0.3229142969304865,0.27953795230749884,101.72745382405817,0.20327185560017824,0.3386350710205793,-0.6396315544843674,0.20538432730076914,58,16,5,0,6,19,0.710553813,"Joey Loperfido",29630,694388
"Luis Arraez","SFG",33,140,0,12,11,4,0.042857142,0.042857142,0.069230769,0.317460317,0.307692307,0.333333333,0.376923076,0.31642432359681616,0.3074979920318161,100.59528637392603,0.7854071161709726,0.8833647890664276,4.438581138849258,0.9990803145999939,130,40,5,2,6,6,0.710256409,"Luis Arraez",18568,650333
"Max Muncy","ATH",26,104,2,15,7,2,0.057692307,0.35576923,0.163043479,0.363636363,0.239130434,0.307692307,0.402173913,0.3146878876365148,0.30348889644329363,92.83817162212038,-0.22736714268103242,-1.111683235076231,-0.7875320464372635,0.1787973214245304,92,22,5,2,6,37,0.70986622,"Max Muncy",29779,691777
"Ramón Laureano","SDP",31,132,4,15,18,4,0.083333333,0.303030303,0.169491526,0.315789473,0.237288135,0.303030303,0.406779661,0.3139304762536829,0.3190740527528705,100.2613416668246,0.865882801823318,0.9064305807423366,0.9360584020614624,0.6192257096922216,118,28,4,2,11,40,0.709809964,"Ramon Laureano",17128,657656
"José Tena","WSN",26,60,1,8,8,0,0.05,0.316666666,0.125,0.388888888,0.267857142,0.316666666,0.392857142,0.31744157572587334,0.28070236841837565,98.89206608808327,0.4018229483626783,0.3236872338415158,-1.967987447977066,0.029199247610909418,56,15,2,1,3,19,0.709523808,"Jose Tena",23691,677588
"Jacob Wilson","ATH",33,144,2,16,15,1,0.027777777,0.104166666,0.100719425,0.31707317,0.294964028,0.3125,0.395683453,0.3139032998846637,0.2782294800231507,92.31172295294397,-0.04435785533860326,-1.3588009708925635,4.482997417449951,0.8324299518249433,139,41,8,0,4,15,0.708183453,"Jacob Wilson",33266,805779
"Justin Crawford","PHI",29,107,0,8,7,3,0.074766355,0.177570093,0.103092783,0.333333333,0.268041237,0.336448598,0.37113402,0.32057510580971976,0.2928429184672989,99.37194441989276,-0.5975819919258356,-0.6765709414646385,-1.9846497774124146,0.07962997790333223,97,26,6,2,8,19,0.707582618,"Justin Crawford",31791,702222
"Will Smith","LAD",29,107,3,11,15,0,0.102803738,0.158878504,0.105263158,0.289473684,0.263157894,0.336448598,0.368421052,0.32014671552961116,0.36160741788204587,101.21858838656273,-0.277303121984005,-0.12404436651154105,2.244938611984253,0.5657175150411006,95,25,1,0,11,17,0.70486965,"Will Smith",19197,669257
"Gabriel Moreno","ARI",15,54,1,7,7,0,0.055555555,0.222222222,0.163265306,0.297297297,0.244897959,0.296296296,0.408163265,0.3102389309141371,0.33915078198468246,92.99780846834756,-0.12973476853221655,-0.5741738360519202,2.083799362182617,0.33015253001739164,49,12,5,0,3,12,0.704459561,"Gabriel Moreno",22664,672515
"Pedro Pagés","STL",22,80,3,7,8,2,0.0375,0.2375,0.164383562,0.288461538,0.246575342,0.29113924,0.410958904,0.31019098773787296,0.28723953343644926,96.12316093643574,0.35825939336791635,-0.006286526512927271,3.706954777240753,0.6379449411622182,73,18,3,0,3,19,0.702098144,"Pedro Pages",25782,686780
"Brice Matthews","HOU",26,77,3,7,12,2,0.09090909,0.363636363,0.19117647,0.315789473,0.220588235,0.289473684,0.411764705,0.3095679243928508,0.28260760558278936,92.77220306441535,0.10784281184896827,-0.5529220606919986,-0.8274071514606476,0.13500336832703919,68,15,4,0,7,28,0.701238389,"Brice Matthews",33280,694728
"Andrés Giménez","TOR",31,119,3,9,16,4,0.033613445,0.151260504,0.151785714,0.282608695,0.258928571,0.288135593,0.410714285,0.3071835071353589,0.2547338615029545,91.20041484180717,0.5228428207337856,-0.7204099598332325,2.131683647632599,0.5689302749942748,112,29,6,1,4,18,0.698849878,"Andres Gimenez",19950,665926
"Lane Thomas","KCR",27,75,1,7,6,3,0.173333333,0.173333333,0.06557377,0.29787234,0.245901639,0.386666666,0.311475409,0.33379804372787475,0.33080909729003904,105.46503920133033,0.4774061660282314,0.964042827709624,-0.5624909177422523,0.3089753001858161,61,15,1,0,13,13,0.698142075,"Lane Thomas",16939,657041
"Cam Smith","HOU",34,137,4,17,17,4,0.102189781,0.277372262,0.152542373,0.294871794,0.228813559,0.31617647,0.381355932,0.31413181958829656,0.3441327130353009,95.8345202446599,1.210985539946705,0.5334440816611068,2.127384305000305,0.760301837483966,118,27,6,0,14,38,0.697532402,"Cam Smith",35108,701358
"Chase Meidroth","CHW",32,139,1,21,3,1,0.107913669,0.223021582,0.083333334,0.348314606,0.266666666,0.345588235,0.35,0.3184952915591352,0.3017541390878183,97.93602679887843,-0.019065966363996267,-0.3596851734204503,-0.8243663311004639,0.3766323140265944,120,32,7,0,15,31,0.695588235,"Chase Meidroth",31580,805367
"Brett Sullivan","COL",19,56,0,2,7,0,0.053571428,0.178571428,0.115384615,0.333333333,0.269230769,0.309090909,0.384615384,0.3094572013074702,0.2686974958939986,79.69566728546947,0.7383461589924991,-0.5981300444138156,-0.6042113304138184,0.06103386851823202,52,14,6,0,3,10,0.693706293,"Brett Sullivan",18217,664954
"Jesús Sánchez","TOR",33,114,4,11,15,1,0.043859649,0.175438596,0.153846153,0.26506024,0.25,0.289473684,0.403846153,0.30075858546569284,0.33829535425236795,86.88937193477953,0.3477034978568554,-1.4268072237554092,-2.050795316696167,0.054113527168785286,104,26,4,0,5,20,0.693319837,"Jesus Sanchez",19913,660821
"Francisco Alvarez","NYM",31,107,4,9,8,0,0.084112149,0.214953271,0.161290323,0.253731343,0.225806451,0.304761904,0.387096774,0.3108220072019668,0.33128233410063246,97.71334543364335,0.05676687741652131,-0.23081983923007376,0.378187358379364,0.36511448625035425,93,21,3,0,9,23,0.691858678,"Francisco Alvarez",26121,682626
"Brandon Lockridge","MIL",26,93,0,8,10,5,0.107526881,0.268817204,0.048780488,0.403508771,0.280487804,0.358695652,0.329268292,0.31898677673028863,0.2672696794782366,100.67987996047867,0.9138490003533661,0.9881679684708021,-0.736374668776989,0.32991699221440546,82,23,4,0,10,25,0.687963944,"Brandon Lockridge",21496,663604
"Alex Bregman","CHC",34,156,3,12,12,1,0.115384615,0.153846153,0.110294118,0.272727272,0.242647058,0.333333333,0.352941176,0.31167422609944495,0.3240227141937652,96.76981522813198,-0.12076734052971005,-0.7130601302200996,-0.6041498482227325,0.3765868156718106,136,33,4,1,18,24,0.686274509,"Alex Bregman",17678,608324
"Will Benson","CIN",26,57,2,6,4,1,0.140350877,0.298245614,0.204081633,0.233333333,0.183673469,0.298245614,0.387755102,0.30176276926483425,0.2870958822744864,83.32521143947756,-0.032082990277558565,-1.149254041203446,-2.5710299611091614,-0.1916351017561225,49,9,2,1,8,17,0.686000716,"Will Benson",21853,666181
"Kyle Tucker","LAD",33,146,3,23,16,3,0.116438356,0.198630136,0.125984252,0.278350515,0.236220472,0.321917808,0.362204724,0.3101129266497207,0.3156213629735659,94.4180191869917,0.0778997321613133,-0.8800124075459288,-1.435518260113895,0.24238763463899235,127,30,7,0,17,29,0.684122532,"Kyle Tucker",18345,663656
"Ceddanne Rafaela","BOS",32,117,1,13,10,1,0.051282051,0.23076923,0.103773585,0.333333333,0.254716981,0.324786324,0.358490566,0.3113530431038294,0.2938662985096807,89.23413785891447,-0.4802690581418574,-1.9757640235664478,0.9638915956020355,0.3154738934607374,106,27,4,2,6,27,0.68327689,"Ceddanne Rafaela",24262,678882
"Daylen Lile","WSN",34,151,3,20,14,1,0.086092715,0.185430463,0.123188406,0.289719626,0.246376811,0.311258278,0.369565217,0.30482191205024717,0.33219092964325975,90.33887674667616,-0.9527590465731919,-2.667462616490999,-0.048344969749450684,0.21806214496957135,138,34,8,0,13,28,0.680823495,"Daylen Lile",29995,695734
"Roman Anthony","BOS",29,129,1,12,5,2,0.155038759,0.255813953,0.092592593,0.324324324,0.231481481,0.356589147,0.324074074,0.3166486984118819,0.35358588151105746,92.78745701634938,0.8498883908614516,-0.2547710382935646,-1.3766204714775085,0.2954070525396822,108,25,5,1,20,33,0.680663221,"Roman Anthony",31812,701350
"Isaac Collins","KCR",29,105,2,12,11,1,0.123809523,0.285714285,0.101123595,0.327586206,0.235955056,0.342857142,0.337078651,0.3154116817883083,0.29712820507231213,93.12801794240337,-1.3263989822007716,-2.1830848353527244,-3.8651567697525024,-0.239363218077247,89,21,3,0,13,30,0.679935793,"Isaac Collins",25477,686555
"Trea Turner","PHI",33,148,4,21,11,3,0.081081081,0.195945945,0.132352942,0.281553398,0.242647058,0.304054054,0.375,0.3056935680073661,0.28756383947423986,89.28573184033898,0.6431581932120025,-1.2206821557002492,-0.4557204246520996,0.3138976534840605,136,33,6,0,12,29,0.679054054,"Trea Turner",16252,607208
"Adolis García","PHI",33,133,3,10,11,1,0.082706766,0.255639097,0.134453782,0.301204819,0.235294117,0.308270676,0.369747899,0.3057458436578736,0.3259590550472862,89.32116254184014,-0.09266722202301025,-1.7620660304394042,0.9510601758956909,0.3527782668514673,119,28,5,1,11,34,0.678018575,"Adolis Garcia",19287,666969
"Javier Báez","DET",24,82,2,10,6,1,0.024390243,0.195121951,0.141025641,0.295081967,0.256410256,0.280487804,0.397435897,0.29805935737563344,0.2941689903353467,84.23014999432093,-0.43950919061899185,-1.9748036910480047,-0.8306286931037903,0.00802318757879468,78,20,5,0,2,16,0.677923701,"Javier Baez",12979,595879
"Kody Clemens","MIN",24,90,3,8,9,4,0.1,0.288888888,0.166666666,0.265306122,0.205128205,0.303370786,0.371794871,0.3070192229881715,0.3392881543448802,89.73871697172987,0.406182499602437,-0.6902816976673121,-0.13904643058776855,0.23749181572273062,78,16,4,0,9,26,0.675165657,"Kody Clemens",20572,665019
"Nolan Schanuel","LAA",32,138,3,11,19,0,0.072463768,0.144927536,0.12,0.269230769,0.248,0.304347826,0.368,0.3013451898443526,0.30078492648359656,85.51443684870765,-0.2847366645000875,-2.658102844702283,-1.3786157369613647,0.08309187470852125,125,31,6,0,10,20,0.672347826,"Nolan Schanuel",33189,694384
"Jo Adell","LAA",35,151,4,14,20,2,0.026490066,0.211920529,0.09859155,0.317757009,0.267605633,0.304635761,0.366197183,0.30160749037534196,0.31127291361490883,85.69043725801538,0.12946785613894463,-2.435923279619409,-4.388903498649597,-0.15383004726030305,142,38,2,0,4,32,0.670832944,"Jo Adell",20220,666176
"George Springer","TOR",18,75,2,4,7,1,0.106666666,0.2,0.151515151,0.244897959,0.212121212,0.306666666,0.363636363,0.3052918918927511,0.30315216064453127,89.93116443009067,-0.3244464988820255,-1.2210301002524937,-1.9444444179534912,-0.05360215859593412,66,14,4,0,8,15,0.670303029,"George Springer",12856,543807
